T(align.chunk),T(align.chunk.lemm),T(term),S(term),source,class
_N_rezime _A_kratak _N_tekst _A_kratak,_N_rezime _A_kratak _N_tekst,_N_rezime _A_kratak _N_tekst,_ADJ_short_NOUN_text,1,0
_PREF_u _N_tekst _PREF_i _PRO_njihov _N_anotacija,_PREF_u _N_tekst _PREF_i _PRO_njihov _N_anotacija,_N_anotacija _N_tekst,_NOUN_annotation_ADP_of_NOUN_text,1,0
prirodnojezičku _N_obrada,_PREF_za prirodnojezičku _N_obrada,prirodnojezičku _N_obrada,_NOUN_nlp_NOUN_processor,1,0
_A_savremen _V_opremiti,_A_savremen _V_opremati _PREF_u,_A_savremen _V_opremati,_ADJ_modern_NOUN_equipment,1,1
_A_osnovni _N_značenje _A_jezički _N_struktura _PRO_koji _PRO_ona,_A_osnovni _N_značenje _A_jezički _N_struktura _PRO_koji _PRO_ona,_A_osnovni _N_značenje _A_jezički _N_struktura,_ADJ_basic_NOUN_meaning,1,0
_PREF_u _N_tekst _PREF_na _A_srpski _N_jezik,_N_tekst _PREF_na _A_srpski _N_jezik,_N_tekst _PREF_na _A_srpski _N_jezik,_NOUN_text_ADP_in_ADJ_serbian,1,1
_PRO_koji _PRO_sebe _A_arhivski _N_građa,_A_arhivski _N_građa,_A_arhivski _N_građa,_NOUN_archival_NOUN_material,0,1
_A_kulturan _N_centar _N_fondacija,_A_kulturan _N_centar _N_fondacija,_A_kulturan _N_centar _N_fondacija,_NOUN_stavros_VERB_niarchos_NOUN_foundation,1,0
_PRO_koji _A_kulturan _N_javnost _V_jesam,_A_kulturan _N_javnost,_A_kulturan _N_javnost,_ADJ_cultural_NOUN_community,1,1
_N_podatak _PREF_iz _N_kolekcija _N_republika,_N_podatak _PREF_iz _N_kolekcija _N_republika,_N_podatak _PREF_iz _N_kolekcija _N_republika,_NOUN_data_NOUN_collection,1,0
a _N_biblioteka _N_članica _N_sistem,_N_biblioteka _N_članica _N_sistem,_N_biblioteka _N_članica _N_sistem,_NOUN_library_NOUN_member,0,0
_N_stručnjak _PREF_iz _N_oblast,_N_stručnjak _PREF_iz _N_oblast,_N_stručnjak _PREF_iz _N_oblast,_ADJ_professional_NOUN_field,1,0
_A_razvojni _N_okruženje _PRO_koji,_A_razvojni _N_okruženje _PRO_koji,_A_razvojni _N_okruženje,_NOUN_development_NOUN_environment,1,1
_N_etiketa _PREF_za _N_vrsta _N_reč,_N_etiketa _PREF_za _V_vrstati _N_reč,_N_etiketa _PREF_za _V_vrstati _N_reč,_NOUN_speech_NOUN_tag,1,0
_N_teme _PREF_za _N_diskusija,_N_teme _PREF_za _N_diskusija,_N_teme _PREF_za _N_diskusija,_NOUN_discussion_VERB_topic,1,1
_A_rukopisni _N_građa,_A_rukopisni _N_građa,_A_rukopisni _N_građa,_ADV_handwritten_ADJ_material,1,1
_N_oblik _N_reč _PREF_iz _N_tekst _PRO_sebe,_N_oblik _N_reč _PREF_iz _N_tekst,_N_oblik _N_reč _PREF_iz _N_tekst,_NOUN_word_ADP_in_NOUN_text,1,0
_N_usluga _N_čitalac,_N_usluga _N_čitalac,_N_usluga _N_čitalac,_NOUN_reader_NOUN_service,0,0
_A_precizan _N_prepoznavanje,_PREF_za _A_precizan _N_prepoznavanje,_A_precizan _N_prepoznavanje,_NOUN_precise_NOUN_recognition,1,1
_A_potporni _N_vektor _PREF_i,_A_potporni _N_vektor,_A_potporni _N_vektor,_NOUN_support_NOUN_vector_NOUN_machine,1,0
_N_biblioteka _PREF_u _N_veb,_N_biblioteka _PREF_u _N_veb _PREF_i _N_veb,_N_biblioteka _PREF_na _N_veb,_NOUN_web_ADP_into_ADJ_library,1,0
_PREF_i _A_srodan _N_disciplina,_PREF_i _A_srodan _N_disciplina,_A_srodan _N_disciplina,_VERB_related_VERB_field,0,1
_A_autorski _A_prav,_A_autorski _A_prav,_A_autorski _A_prav,_NOUN_copyright_NOUN_regulation,1,0
_N_oblast _N_nauk,_N_oblast _N_nauk,_N_nauk _PREF_iz _N_oblast,_NOUN_field_ADP_of_NOUN_science,1,0
_A_preuzet _V_zapisati,_A_preuzet _N_zapis,_A_preuzet _N_zapis,_VERB_downloaded_VERB_record,1,1
_N_student _N_bibliotekarstvo,_N_student _N_bibliotekarstvo _PREF_i,_N_student _N_bibliotekarstvo,_NOUN_student_ADP_of_NOUN_library,1,0
_A_republički _N_zavod _PREF_za,_A_republički _N_zavod _PREF_za,_A_republički _N_zavod,_ADJ_statistical_NOUN_office,1,0
kao _N_mreža _N_dokument,a ne kao _N_mreža _N_dokument,_N_dokument _PREF_na _N_mreža,_NOUN_web_ADP_of_NOUN_document,1,1
_N_sposobnost _N_prilagođavanje,_N_sposobnost _N_prilagođavanje _PREF_i,_N_sposobnost _N_prilagođavanje,_NOUN_adaptability,0,1
_N_tehnologija _N_oblak _PREF_u,_PREF_na _N_tehnologija _N_oblak,_N_tehnologija _N_oblak,_NOUN_cloud_NOUN_solution,1,0
_PREF_u _A_terminološki _A_rad,_A_terminološki _A_rad,_A_terminološki _A_rad,_NOUN_terminology_NOUN_work,1,1
_PREF_u _N_tekst _N_korpus,_N_korpus _N_tekst,_N_tekst _PREF_u _N_korpus,_NOUN_text_NOUN_corpus,1,0
_N_period _PREF_u _PRO_ko,_N_period _PREF_u _PRO_ko,_N_period _PREF_u _PRO_ko,_NOUN_period,0,0
_N_vid _N_obrazovanje,_N_vid _N_obrazovanje,_N_vid _N_obrazovanje,_NOUN_type_ADP_of_NOUN_education,1,1
_N_teorija _N_informacija,_N_teorija _N_informacija _PREF_u,_N_teorija _N_informacija,_NOUN_information_NOUN_theory,0,1
_V_biti _PRO_ko _N_mesto,_PREF_na _V_biti _PRO_ko _N_mesto,_PRO_sam _N_mesto _PREF_na _PRO_ko,_NOUN_point,0,0
_A_oglasni _N_tabla,_A_oglasni _N_tabla,_A_oglasni _N_tabla,_NOUN_bulletin_NOUN_board,1,1
_A_višejezičan _N_alat,_A_višejezičan _N_alat _PREF_i,_A_višejezičan _N_alat,_ADV_not_VERB_known,0,0
_A_tehnički _N_urednik,_A_tehnički _N_urednik,_A_tehnički _N_urednik,_NOUN_copy_NOUN_editor,0,1
_A_srpski _N_pismo,_A_srpski _V_piti,_A_srpski _V_piti,_ADJ_serbian_NOUN_alphabet,1,1
_PREF_i _V_primeriti _N_tabela,_PREF_i _N_primer _N_tabela,_N_primer _N_tabela,_ADJ_table,0,0
_N_piraterija _N_ugošćavanje,_N_piraterija _N_ugošćavanje,_N_piraterija _N_ugošćavanje,_NOUN_piracy,0,0
_PREF_i _PREF_za _A_početan _N_kurs,_PREF_i _PREF_za _A_početan _N_kurs _PREF_na,_A_početan _N_kurs,_NOUN_introductory_NOUN_course,0,1
_N_teorija _N_književnost,_N_teorija _N_književnost _PREF_i,_N_književnost sa _N_teorija,_NOUN_theory_ADP_of_NOUN_literature,1,0
_N_servis _PREF_za _N_isporuka,_N_servis _PREF_za _N_isporuka ili,_N_servis _PREF_za _N_isporuka,_NOUN_delivery_NOUN_service,0,1
_A_semantički _V_opisati,_A_semantički _N_opis,_A_semantički _N_opis,_ADJ_semantic_NOUN_description,1,1
_N_list _N_bestseler sa,_N_list _N_bestseler sa,_N_list _N_bestseler,_NOUN_list,0,0
_A_istraživački _N_proces sa,_A_istraživački _N_proces,_A_istraživački _N_proces,_NOUN_research_NOUN_process,1,1
_PREF_i _A_optički _N_medij,_PREF_i _A_optički _N_medij,_A_optički _N_medij,_ADJ_optical_NOUN_disc,0,0
_A_kontrolisan _N_vokabular _PRO_koji,_A_kontrolisan _N_vokabular _PRO_koji _PRO_sebe,_A_kontrolisan _N_vokabular,_VERB_controlled_ADJ_vocabulary,1,1
_V_delati _PREF_u _A_javan _N_domen _PRO_koji,_N_deo _PREF_iz _A_javan _N_domen,_N_deo _PREF_iz _A_javan _N_domen,_NOUN_work_ADP_in_ADJ_public_NOUN_domain,0,1
_N_biblioteka _PREF_u _A_svetski _N_mreža,_N_biblioteka _PREF_u _A_svetski _N_mreža,_N_biblioteka _PREF_u _A_svetski _N_mreža,_NOUN_web_ADP_into_ADJ_library,1,0
_A_lokalan _A_bibliotečki _N_sistem,_A_lokalan _A_bibliotečki _N_sistem,_A_lokalan _A_bibliotečki _N_sistem,_ADJ_local_NOUN_library_NOUN_system,1,1
_PRO_ona _N_sistem _A_morfološki _N_rečnik,_PRO_ona _N_sistem _A_morfološki _N_rečnik,_N_sistem _A_morfološki _N_rečnik,_NOUN_system_ADP_of_ADJ_morphological_ADJ_dictionary,1,1
_N_sekvenca _N_reč,_N_reč _N_sekvenca _N_reč,_N_sekvenca _N_reč,_NOUN_sequence_ADP_of_NOUN_word,0,1
_A_naslovni _A_stran,_PREF_na _A_naslovni _A_stran,_A_naslovni _A_stran,_NOUN_cover,0,0
_PREF_i _V_razmeniti _N_informacija,_PREF_i _N_razmena _N_informacija,_N_razmena _N_informacija,_NOUN_exchange_ADP_of_NOUN_information,1,1
_A_odnosni _A_nizak _PRO_koji,_A_odnosni _A_nizak _PRO_koji _PRO_sebe,_A_odnosni _A_nizak,_VERB_string,0,0
_N_biblioteka _PRO_koji _PREF_su nakon _A_državni,_N_biblioteka _PRO_koji _PREF_su nakon _A_državni,_A_državni _N_biblioteka,_NOUN_country_NOUN_library,0,0
_A_normativan _N_datoteka _PREF_iz,_A_normativan _N_datoteka,_A_normativan _N_datoteka,_NOUN_author_NOUN_authority_NOUN_file,1,0
_N_mehanizam _PREF_za _A_mašinski _N_prevođenje _PRO_ona,_N_mehanizam _PREF_za _A_mašinski _N_prevođenje,_N_mehanizam _PREF_za _A_mašinski _N_prevođenje,_NOUN_machine_NOUN_translation_NOUN_engine,1,1
_A_varijantni _N_oblik _N_ime _PREF_i,_A_varijantni _N_oblik _N_ime _PREF_i _V_dati,_A_varijantni _N_oblik _N_ime,_NOUN_variant_VERB_name,0,1
a _N_kreiranje _N_sadržaj,_N_kreiranje _N_sadržaj,_N_kreiranje _N_sadržaj,_NOUN_content_NOUN_creation,1,1
_PREF_i _N_složenost _N_pojam,_PREF_i _N_složenost _N_pojam,_N_složenost _N_pojam,_NOUN_complexity_ADP_of_NOUN_concept,1,1
_PRO_ona _A_visok _N_pažnja,_PRO_ona _A_visok _N_pažnja,_A_visok _N_pažnja,_NOUN_lecture,0,0
_N_rezultat _A_tekstualan _N_pretraga,_N_rezultat _A_tekstualan _N_pretraga,_N_rezultat _A_tekstualan _N_pretraga,_NOUN_search_VERB_result,0,0
_A_direktan _N_pristup,_A_direktan _N_pristup,_A_direktan _N_pristup,_ADJ_direct_NOUN_access,0,1
kao _PREF_i _A_specijalan _N_znak,kao _PREF_i _A_specijalan _N_znak,_A_specijalan _N_znak,_ADJ_special_NOUN_character,0,1
_PREF_na _A_optički _N_prepoznavanje _N_tekst,_A_optički _N_prepoznavanje _N_tekst,_A_optički _N_prepoznavanje _N_tekst,_ADJ_optical_NOUN_character_NOUN_recognition,0,0
_PREF_i _A_bibliotečki _N_konzorcijum,_A_bibliotečki _N_konzorcijum,_A_bibliotečki _N_konzorcijum,_NOUN_consortium_ADP_of_NOUN_library,1,1
_A_precizan _N_analiza,_A_precizan _N_analiza,_A_precizan _N_analiza,_NOUN_precise_NOUN_analysis,1,1
_V_dati _PRO_ona _N_većina _N_veb _N_aplikacija _PREF_na,_PRO_ona _N_većina _N_veb _N_aplikacija _PREF_na,_N_većina _N_veb _N_aplikacija,_NOUN_web_NOUN_application,1,0
_A_generički _V_tipovati,_A_generički _N_tip _PREF_i,_A_generički _N_tip,_ADJ_generic_NOUN_type,1,1
_A_ceo _N_ime,_A_ceo _N_ime,_A_ceo _N_ime,_ADJ_full_NOUN_name,0,1
_N_holding _N_biblioteka,_N_holding _N_biblioteka _PREF_na,_N_holding _N_biblioteka,_NOUN_library_VERB_holding,0,1
_A_pravopisni _N_greška _PREF_i,_A_pravopisni _N_greška _PREF_i,_A_pravopisni _N_greška,_VERB_checking,0,0
_A_formalan _N_obrazovanje,_A_formalan _N_obrazovanje,_A_formalan _N_obrazovanje,_ADJ_formal_NOUN_education,0,1
case _N_genitiv,case _N_genitiv,case _N_genitiv,_ADJ_genitive_NOUN_case,1,0
_PRO_ona _N_sistem _PREF_za _N_obrada _N_korpus,_PRO_ona _N_sistem _PREF_za _N_obrada _N_korpus,_N_sistem _PREF_za _N_obrada _N_korpus,_NOUN_corpus_NOUN_processing_NOUN_system,1,1
_A_stran _N_reč,_A_stran _N_reč _PREF_i,_A_stran _N_reč,_ADJ_foreign_NOUN_word,1,1
_A_drugi _V_vrsti _N_organizacija _PRO_njihov,_A_drugi _N_vrst _N_organizacija,_A_drugi _N_vrst _N_organizacija,_NOUN_type_ADP_of_NOUN_organization,1,0
_A_ličan _N_motivacija _PREF_i,_PRO_oni _PRO_ona _A_ličan _N_motivacija,_A_ličan _N_motivacija,_ADJ_personal_NOUN_motivation,1,1
_N_motiv _N_zajednica _A_slobodan _N_softver,_N_motiv _N_zajednica _A_slobodan _N_softver,_N_motiv _N_zajednica _A_slobodan _N_softver,_ADJ_free_NOUN_software_NOUN_community,1,0
_PREF_u _A_standardan _N_klasa,_PREF_u _A_standardan _V_klasati,_A_standardan _V_klasati,_ADJ_standard_NOUN_class,1,1
_N_volumen _N_časopis,_N_volumen _N_časopis,_N_volumen _N_časopis,_NOUN_volume,0,1
_A_početan _N_stanje _PREF_i,_A_početan _V_stanjiti,_A_početan _V_stanjiti,_ADJ_initial_NOUN_state,1,1
braun _N_univerzitet,_N_univerzitet braun _PREF_i,braun _N_univerzitet,_NOUN_brown_NOUN_university,1,1
_N_reprezentacija _N_tekst _PREF_u,_N_reprezentacija _N_tekst,_N_reprezentacija _N_tekst,_NOUN_text_NOUN_representation,1,1
_N_primer _N_povezivanje,_N_primer _N_povezivanje,_N_primer _N_povezivanje,_NOUN_sample,0,0
_N_poslovanje _N_biblioteka kao,_N_poslovanje _N_biblioteka kao,_N_poslovanje _N_biblioteka,_NOUN_library_PRT_'s_NOUN_operation,1,0
_A_drugi _V_vesti kao,_A_drugi _V_vezati kao,_A_drugi _V_vezati,_NOUN_connection,0,0
_N_kompletnost _N_podatak,_N_kompletnost _N_podatak _PREF_i,_N_kompletnost _N_podatak,_NOUN_data_NOUN_integrity,1,0
_A_američki _N_biblioteka _PREF_i _PRO_njihov,_A_američki _N_biblioteka,_A_američki _N_biblioteka,_NOUN_american_NOUN_library,1,1
_A_engleski _N_jezik _PREF_i,_A_engleski _N_jezik _PREF_i,_A_engleski _N_jezik,_ADJ_english_NOUN_equivalent,1,0
_N_informacija _PREF_o _N_dokument,_N_informacija _PREF_i _N_dokument,_N_informacija _PREF_iz _N_dokument,_NOUN_document_ADP_for_ADJ_more_NOUN_information,1,0
_N_lanac _V_obraditi,_N_lanac _N_obrada,_N_obrada _N_lanac,_NOUN_processing_NOUN_chain,1,0
_PREF_i _A_uzajaman _N_katalogizacija,_A_uzajaman _N_katalogizacija,_A_uzajaman _N_katalogizacija,_VERB_shared_VERB_cataloguing,0,1
ili _PREF_u _A_javan _N_vlasništvo,_A_javan _N_vlasništvo,_A_javan _N_vlasništvo,_ADJ_public_NOUN_domain,0,1
_A_ukupan _V_brojati _N_članak,_PREF_od _A_ukupan _V_brojati _N_članak,_A_ukupan _V_brojati _N_članak,_ADJ_total_NOUN_number_ADP_of_NOUN_paper,1,1
_N_pronalaženje _N_informacija,_PREF_za _N_pronalaženje _N_informacija _PREF_na,_N_pronalaženje _N_informacija,_NOUN_information_NOUN_discovery,1,0
_A_ciljni _N_jezik ili,_A_ciljni _N_jezik,_A_ciljni _N_jezik,_NOUN_target_NOUN_language,0,1
_A_nestrukturiran _N_aplikacija,_A_nestrukturiran _N_aplikacija _PREF_za,_A_nestrukturiran _N_aplikacija,_NOUN_UIMA,1,0
_A_digitalan _N_način _N_istraživanje,_A_digitalan _N_način _N_istraživanje,_A_digitalan _N_način _N_istraživanje,_ADJ_digital_NOUN_scholarship,1,1
_N_biblioteka _N_partner _PREF_i,_N_biblioteka _N_partner _PREF_i,_N_biblioteka _N_partner,_VERB_participating_NOUN_library,0,0
_N_interpunkcija _N_cifra _PREF_i,_N_interpunkcija _V_cifrati,_N_interpunkcija _V_cifrati,_NOUN_punctuation_NOUN_symbol,0,0
_PREF_i _N_kontrola _N_kvalitet,_N_kontrola _N_kvalitet,_N_kontrola _N_kvalitet _N_kontrola _N_kvalitet,_NOUN_quality_NOUN_control,1,0
_N_biblioteka _N_muzej,_N_biblioteka _N_muzej _PREF_i,_N_biblioteka _PREF_u _N_muzej,_NOUN_museum_NOUN_library,0,1
_A_leksički _N_sistem,_A_leksički _N_sistem,_A_leksički _N_sistem,_ADJ_lexical_NOUN_system,1,1
_N_biblioteka _A_alternativan _N_prostor,_N_biblioteka _PREF_u _A_alternativan _N_prostor,_N_biblioteka _PREF_u _A_alternativan _N_prostor,_NOUN_alternative_NOUN_space_NOUN_library,1,1
_A_državni _N_administracija,_A_državni _N_administracija _PREF_i,_A_državni _N_administracija,_ADJ_public_NOUN_administration,1,0
_A_ličan _N_pismo,_A_ličan _V_piti,_A_ličan _V_piti,_ADJ_personal_NOUN_letter,0,1
_N_knjiga jer _PRO_ona _PRO_njihov _V_brojati,_V_brojati _N_knjiga _PRO_ona,_V_brojati _N_knjiga,_NOUN_book_NOUN_number,0,1
_PRO_isti _N_oznaka,_PRO_isti _N_oznaka,_PRO_isti _N_oznaka,_NOUN_mark,0,0
_A_javan _N_kolekcija,ili _A_javan _N_kolekcija,_A_javan _N_kolekcija,_NOUN_community_NOUN_collection,1,0
_N_sekvenca _N_reč,_N_reč _N_sekvenca _N_reč,_N_reč _N_sekvenca,_NOUN_sequence_ADP_of_NOUN_word,0,0
_PREF_na _N_početak _N_poglavlje,_PREF_na _N_početak _N_poglavlje _PRO_koji,_N_početak _N_poglavlje,_VERB_illustrated,0,0
_PREF_i _A_povezan sa _N_podatak,_PREF_i _A_povezan sa _N_podatak,_A_povezan _N_podatak,_VERB_linked_NOUN_data,1,1
_N_informacija _PREF_i _N_tehnologija,_N_informacija _PREF_i _N_tehnologija,_N_tehnologija _N_informacija,_NOUN_information_NOUN_technology,1,0
_N_informacija _PREF_o _A_autorski _A_prav _PRO_koji,_N_informacija _PREF_o _A_autorski _A_prav _PRO_koji _PREF_su,_N_informacija _PREF_o _A_autorski _A_prav,_ADV_right_NOUN_information,1,0
_N_pilot _N_projekt,_PRO_ona _N_pilot _N_projekt,_N_pilot _N_projekt,_NOUN_pilot_NOUN_project,1,1
_PRO_svoj _A_virtuelan _N_biblioteka,_A_virtuelan _N_biblioteka,_A_virtuelan _N_biblioteka,_ADJ_digital_NOUN_library,0,0
_A_jezički _N_struktura,_A_jezički _N_struktura,_A_jezički _N_struktura,_NOUN_language_NOUN_structure,1,1
_A_zvaničan _N_jezik _PREF_i,_A_zvaničan _N_jezik,_A_zvaničan _N_jezik,_NOUN_official_NOUN_language,1,1
_PREF_i _A_tehnički _N_nauk _PREF_za,_PREF_i _A_tehnički _N_nauk _PREF_za,_A_tehnički _N_nauk,_ADJ_technical_NOUN_science,1,1
_A_počasni _A_člani _PREF_i,_A_počasni _A_člani,_A_počasni _A_člani,_ADJ_honorary_NOUN_member,1,1
_N_sistem _PREF_za _N_pronalaženje _N_informacija,_N_sistem _PREF_za _N_pronalaženje _N_informacija _PREF_za,_N_sistem _PREF_za _N_pronalaženje _N_informacija,_NOUN_information_NOUN_retrieval_NOUN_system,1,1
_PREF_s _N_obzir _PREF_na _N_vrsta,_PREF_s _N_obzir _PREF_na _V_vrstati,_N_obzir _PREF_na _V_vrstati,_ADJ_due,0,0
_N_vrsta _N_delatnost,_V_vrstati _N_delatnost _PREF_i,_V_vrstati _N_delatnost,_NOUN_type_ADP_of_NOUN_activity,1,1
_N_rukopis _PREF_iz _N_kolekcija,_N_rukopis _PREF_iz _N_kolekcija,_N_rukopis _PREF_iz _N_kolekcija,_NOUN_manuscript_NOUN_collection,0,0
_A_osnovni _N_oblik _V_jesam,_A_osnovni _N_oblik,_A_osnovni _N_oblik,_NOUN_base_NOUN_form,1,1
_N_poziv _N_korisnik _PREF_za,_N_poziv _N_korisnik _PREF_za,_N_poziv _N_korisnik,_NOUN_call,0,0
_A_javan _N_sektor,_A_javan _N_sektor,_A_javan _N_sektor,_ADJ_public_NOUN_sector,1,1
_V_dati _PRO_ona _A_sigurnosni _N_sistem,_V_dati _PRO_ona _A_sigurnosni _N_sistem,_A_sigurnosni _N_sistem,_NOUN_security_NOUN_system,0,1
_N_čuvanje _N_građa _PREF_u,_N_čuvanje _N_građa,_N_čuvanje _N_građa,_NOUN_preservation_ADP_of_NOUN_material,1,1
_A_konfiguracioni _N_datoteka,_A_konfiguracioni _N_datoteka,_A_konfiguracioni _N_datoteka,_NOUN_text_NOUN_file,0,0
_PREF_i _A_bibliotečki _N_nauk,_PREF_i _A_bibliotečki _N_nauk sa,_A_bibliotečki _N_nauk,_NOUN_library_CONJ_and_NOUN_information_NOUN_science,0,0
_A_savremen _A_elektronski _N_izvor,_A_savremen _A_elektronski _N_izvor,_A_savremen _A_elektronski _N_izvor,_ADJ_modern_ADJ_electronic_NOUN_resource,1,1
_N_dom _N_učenik,_N_dom _N_učenik,_N_dom _PREF_za _N_učenik,_NOUN_student_NOUN_campus,1,1
_N_kolekcija _N_knjiga _PREF_i,_N_kolekcija _N_knjiga,_N_kolekcija _N_knjiga,_NOUN_book_NOUN_collection,0,1
_PRO_taj _N_namena _PREF_u _N_biblioteka,_N_namena _PREF_u _N_biblioteka,_N_namena _PREF_u _N_biblioteka,_NOUN_library_VERB_purpose,1,0
sms _N_poruka,sms _N_poruka,sms _N_poruka,_NOUN_sm,0,0
_A_blizak _N_istok _PREF_i,_A_blizak _N_istok _PREF_i,_A_blizak _N_istok,_NOUN_middle_VERB_east,1,1
_N_kanal _PREF_za _N_komunikacija,_N_kanal _PREF_za _N_komunikacija,_N_kanal _PREF_za _N_komunikacija,_NOUN_communication_NOUN_channel,0,1
_N_informatika _N_institut _PREF_za,_N_informatika _N_institut,_N_institut _PREF_za _N_informatika,_NOUN_institute_ADP_of_NOUN_informatics,1,1
_PRO_neki _N_osoba _PREF_iz _N_grupa _PREF_u,_N_osoba _PREF_iz _N_grupa _PREF_u,_N_osoba _PREF_iz _N_grupa,_NOUN_group_ADP_of_NOUN_people,1,1
_N_prikaz _N_sadržaj _PRO_koji,_N_prikaz _N_sadržaj _PREF_i,_N_prikaz _N_sadržaj,_NOUN_preview,0,1
_PRO_koji _PRO_sebe _A_tvrd _N_disk,_PRO_koji _PRO_sebe _A_tvrd _N_disk,_A_tvrd _N_disk,_ADV_hard_VERB_disk,0,1
_N_informacija _PREF_o _N_budžet,_N_informacija _PREF_o _N_budžet,_N_informacija _PREF_o _N_budžet,_NOUN_budget_NOUN_information,1,1
_PREF_i _A_razvojni _N_program,_PREF_i _A_razvojni _N_program,_A_razvojni _N_program,_NOUN_development_NOUN_program,1,1
_N_oblast _A_društven _N_nauk _PREF_i,_PREF_za _N_oblast _A_društven _N_nauk,_A_društven _N_nauk _PREF_u _N_oblast,_NOUN_field_ADP_of_ADJ_social_NOUN_science,1,0
kao _N_izvor _N_informacija,kao _N_izvor _N_informacija,_N_informacija _PREF_o _N_izvor,_NOUN_information_NOUN_resource,1,0
_A_jedinstven _N_citat,_A_jedinstven _N_citat,_A_jedinstven _N_citat,_NOUN_unique_NOUN_citation,1,1
_PRO_isti _N_uslov kao _PREF_i _PREF_iz,_PRO_isti _N_uslov kao _PREF_i _PREF_iz,_PRO_isti _N_uslov,_NOUN_condition,0,0
_A_viši _A_konkretan _N_primer,_A_viši _A_konkretan _N_primer,_A_viši _A_konkretan _N_primer,_ADJ_concrete_NOUN_example,1,0
_PREF_i _A_kulturan _N_baština,_A_kulturan _N_baština _PREF_za,_A_kulturan _N_baština,_ADJ_cultural_NOUN_heritage,0,1
_A_izlazni _N_datoteka,_A_izlazni _N_datoteka,_A_izlazni _N_datoteka,_NOUN_data_VERB_file,1,0
_N_pozicija _PREF_u _N_opis,_N_pozicija _PREF_u _N_opis,_N_pozicija _PREF_u _N_opis,_NOUN_position_NOUN_description,0,0
_A_istorijski _N_dokument,_A_istorijski _N_dokument _PRO_koji,_A_istorijski _N_dokument,_ADJ_historical_NOUN_document,1,1
kao _N_jezik _PREF_za _N_označavanje,kao _N_jezik _PREF_za _N_označavanje,_N_jezik _PREF_za _N_označavanje,_NOUN_markup_NOUN_language,1,1
_A_umetnički _N_direktor,_A_umetnički _N_direktor,_A_umetnički _N_direktor,_ADJ_artistic_NOUN_director,0,1
_A_narodni _N_biblioteka,_A_narodni _N_biblioteka,_A_narodni _N_biblioteka,_ADJ_public_NOUN_library,1,0
_PREF_i _A_latinični _N_slovo,_A_latinični _N_slovo,_A_latinični _N_slovo,_NOUN_latin_NOUN_letter,1,1
_A_nastavni _N_osoblje,_A_nastavni _N_osoblje _PRO_koji,_N_osoblje _A_nastavni _N_osoblje,_ADJ_academic_NOUN_staff,1,0
_A_engleski _N_jezik _PREF_su,_A_engleski _N_jezik,_A_engleski _N_jezik,_ADJ_english_NOUN_language,1,1
_PREF_i _A_naučni _N_publikacija,_PREF_i _A_naučni _N_publikacija,_A_naučni _N_publikacija,_ADJ_scientific_NOUN_publication,1,1
_N_predsednik _A_upravni _N_odbor,_N_predsednik _A_upravni _N_odbor,_N_predsednik _A_upravni _N_odbor,_NOUN_board,0,0
_A_osnovni _N_pretraga _N_pretraga _PREF_po,_A_osnovni _N_pretraga _N_pretraga,_A_osnovni _N_pretraga,_ADJ_basic_NOUN_search,1,1
_A_semantički _N_veb _PRO_ona,_A_semantički _N_veb _PRO_sebe,_A_semantički _N_veb,_ADJ_semantic_NOUN_web,1,1
_PREF_i _A_srodan _N_reč,_PREF_i _A_srodan _N_reč,_A_srodan _N_reč,_VERB_related_NOUN_word,1,1
_N_zaokret ka _N_leksika,_N_zaokret ka _N_leksika,_N_zaokret ka _N_leksika,_ADJ_lexical_NOUN_turn,1,0
_N_okruženje _PREF_za _N_upravljanje _N_proces,_N_okruženje _PREF_za _N_upravljanje _N_proces,_N_okruženje _PREF_za _N_upravljanje _N_proces,_NOUN_management_NOUN_environment,1,0
_PREF_i _A_informativan _N_sistem,_A_informativan _N_sistem,_A_informativan _N_sistem,_NOUN_information_NOUN_system,0,1
_N_reakcija _N_korisnik _PRO_ona,_N_reakcija _N_korisnik,_N_reakcija _N_korisnik,_NOUN_user_VERB_feedback,0,1
_PREF_i _A_semantički _N_relacija,_PREF_i _A_semantički _N_relacija _PRO_koji,_A_semantički _N_relacija,_ADJ_semantic_NOUN_relation,1,1
_N_provajder _N_informacija _PREF_na,_N_provajder _N_informacija,_N_provajder _N_informacija,_NOUN_information_NOUN_provider,0,1
_N_sesija _PREF_u _N_prostorija,_N_sesija _PREF_u _N_prostorija,_N_sesija _PREF_u _N_prostorija,_NOUN_session,0,0
_A_nastavni _N_plan,_A_nastavni _N_plan,_A_nastavni _N_plan,_NOUN_syllabus,0,1
_PREF_i _A_računski _N_lingvistika,_PREF_i _A_računski _N_lingvistika,_A_računski _N_lingvistika,_ADJ_computational_NOUN_linguistics,0,1
_A_dvojezičan _N_upit,_A_dvojezičan _N_upit,_A_dvojezičan _N_upit,_ADJ_bilingual_NOUN_query,1,1
_A_okviran _N_program _PREF_za _N_konkurentnost,_A_okviran _N_program _PREF_za _N_konkurentnost _PREF_i,_A_okviran _N_program _PREF_za _N_konkurentnost,_NOUN_cip,0,0
_A_tehnološki _N_proces,_PRO_sebe _A_tehnološki _N_proces,_A_tehnološki _N_proces,_ADJ_technological_NOUN_process,1,1
_A_korpusni _N_tekst,_A_korpusni _N_tekst,_A_korpusni _N_tekst,_NOUN_text_NOUN_corpus,1,0
